Account No,Name,Account Type,Balance,Branch
101213,Cust_1213,Fixed Deposit,36711,Chennai
101214,Cust_1214,Current,935361,Chennai
101215,Cust_1215,Current,829911,Kolkata
101216,Cust_1216,Savings,936088,Mumbai
101217,Cust_1217,Fixed Deposit,427840,Chennai
101218,Cust_1218,Fixed Deposit,982931,Chennai
101219,Cust_1219,Savings,937499,Kolkata
101220,Cust_1220,Current,285507,Mumbai
101221,Cust_1221,Current,315306,Mumbai
101222,Cust_1222,Fixed Deposit,318951,Mumbai
101223,Cust_1223,Current,236515,Chennai
101224,Cust_1224,Current,323920,Delhi
101225,Cust_1225,Savings,552991,Kolkata
101226,Cust_1226,Fixed Deposit,586232,Kolkata
101227,Cust_1227,Savings,798219,Mumbai
101228,Cust_1228,Savings,993629,Chennai
101229,Cust_1229,Current,406458,Kolkata
101230,Cust_1230,Current,27476,Kolkata
101231,Cust_1231,Fixed Deposit,485639,Mumbai
101232,Cust_1232,Fixed Deposit,967839,Delhi
101233,Cust_1233,Fixed Deposit,968493,Kolkata
101234,Cust_1234,Fixed Deposit,838298,Chennai
101235,Cust_1235,Fixed Deposit,339418,Mumbai
101236,Cust_1236,Savings,842650,Mumbai
101237,Cust_1237,Fixed Deposit,315439,Kolkata
101238,Cust_1238,Fixed Deposit,149528,Kolkata
101239,Cust_1239,Savings,415089,Delhi
101240,Cust_1240,Fixed Deposit,232377,Delhi
101241,Cust_1241,Current,532914,Delhi
101242,Cust_1242,Savings,354834,Delhi
101243,Cust_1243,Current,9074,Mumbai
101244,Cust_1244,Fixed Deposit,456621,Delhi
101245,Cust_1245,Fixed Deposit,720209,Delhi
101246,Cust_1246,Fixed Deposit,650290,Delhi
101247,Cust_1247,Fixed Deposit,70383,Delhi
101248,Cust_1248,Fixed Deposit,45404,Kolkata
101249,Cust_1249,Savings,398201,Chennai
101250,Cust_1250,Savings,848063,Chennai
101251,Cust_1251,Savings,577174,Chennai
101252,Cust_1252,Current,232181,Mumbai
101253,Cust_1253,Current,355205,Mumbai
101254,Cust_1254,Current,991432,Chennai
101255,Cust_1255,Fixed Deposit,243842,Chennai
101256,Cust_1256,Fixed Deposit,829560,Mumbai
101257,Cust_1257,Fixed Deposit,814177,Kolkata
101258,Cust_1258,Savings,130134,Delhi
101259,Cust_1259,Current,650147,Mumbai
101260,Cust_1260,Fixed Deposit,101890,Mumbai
101261,Cust_1261,Savings,227709,Kolkata
101262,Cust_1262,Current,115546,Delhi
101263,Cust_1263,Savings,901484,Kolkata
101264,Cust_1264,Current,916712,Kolkata
101265,Cust_1265,Fixed Deposit,711716,Chennai
101266,Cust_1266,Current,168627,Kolkata
101267,Cust_1267,Savings,912507,Mumbai
101268,Cust_1268,Savings,353873,Mumbai
101269,Cust_1269,Savings,245900,Delhi
101270,Cust_1270,Fixed Deposit,472316,Chennai
101271,Cust_1271,Fixed Deposit,658230,Chennai
101272,Cust_1272,Fixed Deposit,358310,Mumbai
101273,Cust_1273,Savings,287539,Kolkata
101274,Cust_1274,Current,649055,Delhi
101275,Cust_1275,Savings,391936,Chennai
101276,Cust_1276,Current,577178,Mumbai
101277,Cust_1277,Fixed Deposit,848430,Mumbai
101278,Cust_1278,Savings,792093,Chennai
101279,Cust_1279,Savings,77045,Mumbai
101280,Cust_1280,Current,831760,Chennai
101281,Cust_1281,Savings,400063,Chennai
101282,Cust_1282,Fixed Deposit,789155,Kolkata
101283,Cust_1283,Savings,72680,Kolkata
101284,Cust_1284,Current,645404,Kolkata
101285,Cust_1285,Fixed Deposit,510098,Delhi
101286,Cust_1286,Savings,338005,Delhi
101287,Cust_1287,Current,472513,Delhi
101288,Cust_1288,Current,907228,Delhi
101289,Cust_1289,Savings,101112,Kolkata
101290,Cust_1290,Savings,17817,Chennai
101291,Cust_1291,Current,761497,Mumbai
101292,Cust_1292,Savings,497123,Kolkata
101293,Cust_1293,Savings,107178,Mumbai
101294,Cust_1294,Savings,195758,Mumbai
101295,Cust_1295,Savings,441893,Kolkata
101296,Cust_1296,Current,561373,Chennai
101297,Cust_1297,Savings,223324,Delhi
101298,Cust_1298,Savings,36091,Delhi
101299,Cust_1299,Current,658051,Mumbai
101300,Cust_1300,Current,550987,Delhi
101301,Cust_1301,Current,483047,Mumbai
101302,Cust_1302,Current,691870,Mumbai
101303,Cust_1303,Fixed Deposit,122034,Mumbai
101304,Cust_1304,Fixed Deposit,155127,Delhi
101305,Cust_1305,Savings,975384,Delhi
101306,Cust_1306,Savings,478385,Mumbai
101307,Cust_1307,Fixed Deposit,779644,Kolkata
101308,Cust_1308,Savings,258701,Mumbai
101309,Cust_1309,Current,53073,Chennai
101310,Cust_1310,Current,654304,Mumbai
101311,Cust_1311,Fixed Deposit,274169,Mumbai
101312,Cust_1312,Fixed Deposit,524831,Delhi
101313,Cust_1313,Savings,225155,Chennai
101314,Cust_1314,Fixed Deposit,466848,Delhi
101315,Cust_1315,Fixed Deposit,920290,Mumbai
101316,Cust_1316,Current,753150,Chennai
101317,Cust_1317,Fixed Deposit,333144,Mumbai
101318,Cust_1318,Fixed Deposit,621690,Chennai
101319,Cust_1319,Savings,218042,Chennai
101320,Cust_1320,Current,248099,Kolkata
101321,Cust_1321,Savings,182314,Mumbai
101322,Cust_1322,Current,694323,Mumbai
101323,Cust_1323,Fixed Deposit,284152,Mumbai
101324,Cust_1324,Fixed Deposit,704752,Delhi
101325,Cust_1325,Current,834084,Kolkata
101326,Cust_1326,Current,445948,Chennai
101327,Cust_1327,Savings,108736,Delhi
101328,Cust_1328,Current,781706,Kolkata
101329,Cust_1329,Savings,499417,Kolkata
101330,Cust_1330,Savings,985767,Delhi
101331,Cust_1331,Fixed Deposit,18241,Delhi
101332,Cust_1332,Savings,728145,Chennai
101333,Cust_1333,Fixed Deposit,707633,Chennai
101334,Cust_1334,Fixed Deposit,40336,Mumbai
101335,Cust_1335,Fixed Deposit,670443,Kolkata
101336,Cust_1336,Savings,436752,Chennai
101337,Cust_1337,Savings,281012,Mumbai
101338,Cust_1338,Current,203879,Mumbai
101339,Cust_1339,Savings,409073,Delhi
101340,Cust_1340,Savings,999071,Chennai
101341,Cust_1341,Savings,85639,Mumbai
101342,Cust_1342,Savings,821929,Kolkata
101343,Cust_1343,Savings,286879,Delhi
101344,Cust_1344,Savings,163405,Mumbai
101345,Cust_1345,Fixed Deposit,133711,Delhi
101346,Cust_1346,Savings,436043,Chennai
101347,Cust_1347,Fixed Deposit,26901,Mumbai
101348,Cust_1348,Savings,685155,Delhi
101349,Cust_1349,Savings,992972,Mumbai
101350,Cust_1350,Fixed Deposit,570888,Mumbai
101351,Cust_1351,Current,908447,Delhi
101352,Cust_1352,Savings,274079,Chennai
101353,Cust_1353,Fixed Deposit,498360,Delhi
101354,Cust_1354,Fixed Deposit,609966,Delhi
101355,Cust_1355,Savings,782730,Kolkata
101356,Cust_1356,Savings,800202,Chennai
101357,Cust_1357,Fixed Deposit,948341,Delhi
101358,Cust_1358,Fixed Deposit,124661,Delhi
101359,Cust_1359,Savings,991110,Delhi
101360,Cust_1360,Fixed Deposit,671804,Kolkata
101361,Cust_1361,Savings,450983,Mumbai
101362,Cust_1362,Savings,658631,Mumbai
101363,Cust_1363,Fixed Deposit,972435,Mumbai
101364,Cust_1364,Savings,509254,Mumbai
101365,Cust_1365,Fixed Deposit,805631,Kolkata
101366,Cust_1366,Current,232245,Chennai
101367,Cust_1367,Savings,17528,Chennai
101368,Cust_1368,Fixed Deposit,806610,Chennai
101369,Cust_1369,Fixed Deposit,933708,Delhi
101370,Cust_1370,Current,331241,Chennai
101371,Cust_1371,Current,328265,Kolkata
101372,Cust_1372,Fixed Deposit,187383,Kolkata
101373,Cust_1373,Current,79333,Kolkata
101374,Cust_1374,Current,877499,Chennai
101375,Cust_1375,Fixed Deposit,285316,Delhi
101376,Cust_1376,Fixed Deposit,893593,Delhi
101377,Cust_1377,Current,445448,Delhi
101378,Cust_1378,Fixed Deposit,262311,Mumbai
101379,Cust_1379,Current,711365,Mumbai
101380,Cust_1380,Savings,26686,Mumbai
101381,Cust_1381,Fixed Deposit,737341,Kolkata
101382,Cust_1382,Savings,813297,Chennai
101383,Cust_1383,Fixed Deposit,615636,Mumbai
101384,Cust_1384,Savings,630887,Kolkata
101385,Cust_1385,Fixed Deposit,725706,Delhi
101386,Cust_1386,Fixed Deposit,664988,Kolkata
101387,Cust_1387,Savings,244011,Chennai
101388,Cust_1388,Fixed Deposit,700712,Chennai
101389,Cust_1389,Current,35240,Chennai
101390,Cust_1390,Fixed Deposit,584793,Mumbai
101391,Cust_1391,Savings,51793,Delhi
101392,Cust_1392,Current,747552,Chennai
101393,Cust_1393,Savings,820555,Delhi
101394,Cust_1394,Savings,866186,Chennai
101395,Cust_1395,Fixed Deposit,419443,Kolkata
101396,Cust_1396,Current,207915,Kolkata
101397,Cust_1397,Savings,654565,Chennai
101398,Cust_1398,Current,197070,Mumbai
101399,Cust_1399,Savings,899821,Chennai
101400,Cust_1400,Fixed Deposit,339111,Kolkata
101401,Cust_1401,Savings,742706,Kolkata
101402,Cust_1402,Current,191896,Chennai
101403,Cust_1403,Savings,381265,Kolkata
101404,Cust_1404,Current,879374,Delhi
101405,Cust_1405,Savings,370020,Delhi
101406,Cust_1406,Savings,83170,Chennai
101407,Cust_1407,Savings,954120,Kolkata
101408,Cust_1408,Current,409742,Mumbai
101409,Cust_1409,Current,827912,Chennai
101410,Cust_1410,Current,606620,Mumbai
101411,Cust_1411,Savings,304441,Mumbai
101412,Cust_1412,Current,957979,Chennai
101413,Cust_1413,Savings,480231,Chennai
101414,Cust_1414,Savings,314711,Chennai
101415,Cust_1415,Current,32757,Mumbai
101416,Cust_1416,Fixed Deposit,374369,Chennai
101417,Cust_1417,Fixed Deposit,665126,Chennai
101418,Cust_1418,Savings,884780,Kolkata
101419,Cust_1419,Fixed Deposit,696196,Chennai
101420,Cust_1420,Savings,85795,Delhi
101421,Cust_1421,Current,461690,Mumbai
101422,Cust_1422,Savings,620680,Kolkata
101423,Cust_1423,Fixed Deposit,780480,Mumbai
101424,Cust_1424,Savings,232060,Delhi
101425,Cust_1425,Current,951374,Chennai
101426,Cust_1426,Fixed Deposit,362596,Chennai
101427,Cust_1427,Fixed Deposit,650978,Chennai
101428,Cust_1428,Fixed Deposit,258458,Delhi
101429,Cust_1429,Fixed Deposit,691036,Mumbai
101430,Cust_1430,Fixed Deposit,967151,Kolkata
101431,Cust_1431,Savings,36052,Kolkata
101432,Cust_1432,Savings,547438,Kolkata
101433,Cust_1433,Fixed Deposit,54686,Chennai
101434,Cust_1434,Fixed Deposit,883415,Mumbai
101435,Cust_1435,Current,43101,Mumbai
101436,Cust_1436,Fixed Deposit,638703,Chennai
101437,Cust_1437,Current,542430,Kolkata
101438,Cust_1438,Current,479770,Mumbai
101439,Cust_1439,Fixed Deposit,714986,Mumbai
101440,Cust_1440,Savings,374127,Mumbai
101441,Cust_1441,Current,986539,Chennai
101442,Cust_1442,Fixed Deposit,475908,Chennai
101443,Cust_1443,Fixed Deposit,533545,Delhi
101444,Cust_1444,Savings,581944,Kolkata
101445,Cust_1445,Current,907938,Delhi
101446,Cust_1446,Current,784985,Delhi
101447,Cust_1447,Current,666770,Chennai
101448,Cust_1448,Savings,445077,Kolkata
101449,Cust_1449,Fixed Deposit,301741,Chennai
101450,Cust_1450,Current,426072,Delhi
101451,Cust_1451,Current,45100,Mumbai
101452,Cust_1452,Fixed Deposit,849296,Chennai
101453,Cust_1453,Savings,241497,Chennai
101454,Cust_1454,Current,179412,Chennai
101455,Cust_1455,Current,713113,Chennai
101456,Cust_1456,Fixed Deposit,921759,Kolkata
101457,Cust_1457,Current,367806,Delhi
101458,Cust_1458,Savings,781350,Kolkata
101459,Cust_1459,Savings,365785,Delhi
101460,Cust_1460,Current,414782,Kolkata
101461,Cust_1461,Savings,597352,Mumbai
101462,Cust_1462,Fixed Deposit,71307,Mumbai
101463,Cust_1463,Savings,84319,Chennai
101464,Cust_1464,Current,126363,Mumbai
101465,Cust_1465,Fixed Deposit,568228,Chennai
101466,Cust_1466,Savings,715066,Kolkata
101467,Cust_1467,Current,397368,Kolkata
101468,Cust_1468,Current,350263,Chennai
101469,Cust_1469,Fixed Deposit,548252,Kolkata
101470,Cust_1470,Savings,180614,Chennai
101471,Cust_1471,Current,989030,Kolkata
101472,Cust_1472,Current,364488,Mumbai
101473,Cust_1473,Fixed Deposit,619141,Chennai
101474,Cust_1474,Fixed Deposit,286435,Chennai
101475,Cust_1475,Fixed Deposit,652825,Kolkata
101476,Cust_1476,Fixed Deposit,484782,Delhi
101477,Cust_1477,Current,851380,Mumbai
101478,Cust_1478,Savings,7260,Chennai
101479,Cust_1479,Fixed Deposit,928748,Delhi
101480,Cust_1480,Current,538939,Kolkata
101481,Cust_1481,Savings,811947,Mumbai
101482,Cust_1482,Savings,775052,Chennai
101483,Cust_1483,Savings,330611,Chennai
101484,Cust_1484,Current,304041,Delhi
101485,Cust_1485,Fixed Deposit,728482,Delhi
101486,Cust_1486,Current,417707,Delhi
101487,Cust_1487,Fixed Deposit,383150,Mumbai
101488,Cust_1488,Fixed Deposit,262431,Kolkata
101489,Cust_1489,Fixed Deposit,641627,Chennai
101490,Cust_1490,Current,536566,Chennai
101491,Cust_1491,Fixed Deposit,169206,Chennai
101492,Cust_1492,Current,73946,Kolkata
101493,Cust_1493,Current,423485,Chennai
101494,Cust_1494,Current,409118,Delhi
101495,Cust_1495,Fixed Deposit,401127,Chennai
101496,Cust_1496,Fixed Deposit,402337,Kolkata
101497,Cust_1497,Savings,73394,Kolkata
101498,Cust_1498,Current,140280,Kolkata
101499,Cust_1499,Savings,247385,Chennai
101500,Cust_1500,Fixed Deposit,257674,Kolkata
101501,Cust_1501,Current,92351,Delhi
101502,Cust_1502,Savings,550203,Chennai
101503,Cust_1503,Savings,522791,Kolkata
101504,Cust_1504,Fixed Deposit,856334,Kolkata
101505,Cust_1505,Current,87133,Mumbai
101506,Cust_1506,Fixed Deposit,369044,Mumbai
101507,Cust_1507,Current,770278,Delhi
101508,Cust_1508,Current,670851,Delhi
101509,Cust_1509,Current,738935,Mumbai
101510,Cust_1510,Savings,88926,Delhi
101511,Cust_1511,Current,812403,Delhi
101512,Cust_1512,Current,166319,Kolkata
101513,Cust_1513,Savings,843416,Mumbai
101514,Cust_1514,Fixed Deposit,611721,Delhi
101515,Cust_1515,Fixed Deposit,516693,Delhi
101516,Cust_1516,Fixed Deposit,480238,Mumbai
101517,Cust_1517,Savings,798415,Delhi
101518,Cust_1518,Current,468893,Kolkata
101519,Cust_1519,Current,547208,Delhi
101520,Cust_1520,Current,140325,Kolkata
101521,Cust_1521,Current,382866,Mumbai
101522,Cust_1522,Current,93246,Delhi
101523,Cust_1523,Savings,793925,Delhi
101524,Cust_1524,Savings,697771,Kolkata
101525,Cust_1525,Savings,249822,Chennai
101526,Cust_1526,Savings,847342,Chennai
101527,Cust_1527,Current,731954,Mumbai
101528,Cust_1528,Fixed Deposit,38280,Delhi
101529,Cust_1529,Savings,966467,Mumbai
101530,Cust_1530,Current,654750,Mumbai
101531,Cust_1531,Current,606517,Kolkata
101532,Cust_1532,Current,203487,Delhi
101533,Cust_1533,Fixed Deposit,772022,Chennai
101534,Cust_1534,Fixed Deposit,657734,Delhi
101535,Cust_1535,Current,746170,Chennai
101536,Cust_1536,Savings,844033,Kolkata
101537,Cust_1537,Fixed Deposit,389401,Kolkata
101538,Cust_1538,Fixed Deposit,932085,Kolkata
101539,Cust_1539,Current,825683,Chennai
101540,Cust_1540,Savings,522371,Mumbai
101541,Cust_1541,Current,915788,Kolkata
101542,Cust_1542,Fixed Deposit,121729,Kolkata
101543,Cust_1543,Fixed Deposit,173417,Kolkata
101544,Cust_1544,Fixed Deposit,262072,Kolkata
101545,Cust_1545,Fixed Deposit,245745,Kolkata
101546,Cust_1546,Fixed Deposit,948683,Delhi
101547,Cust_1547,Savings,452125,Delhi
101548,Cust_1548,Current,477479,Mumbai
101549,Cust_1549,Fixed Deposit,566461,Chennai
101550,Cust_1550,Fixed Deposit,330818,Delhi
101551,Cust_1551,Fixed Deposit,331898,Delhi
101552,Cust_1552,Savings,871798,Kolkata
101553,Cust_1553,Fixed Deposit,645269,Mumbai
101554,Cust_1554,Fixed Deposit,616830,Delhi
101555,Cust_1555,Fixed Deposit,648928,Chennai
101556,Cust_1556,Savings,909934,Chennai
101557,Cust_1557,Current,839040,Chennai
101558,Cust_1558,Savings,195125,Mumbai
101559,Cust_1559,Current,66876,Delhi
101560,Cust_1560,Current,384650,Mumbai
101561,Cust_1561,Savings,270808,Chennai
101562,Cust_1562,Savings,660387,Mumbai
101563,Cust_1563,Savings,776995,Kolkata
101564,Cust_1564,Savings,62899,Chennai
101565,Cust_1565,Fixed Deposit,209381,Chennai
101566,Cust_1566,Savings,850612,Kolkata
101567,Cust_1567,Current,619226,Chennai
101568,Cust_1568,Savings,136304,Chennai
101569,Cust_1569,Savings,754002,Chennai
101570,Cust_1570,Savings,200887,Chennai
101571,Cust_1571,Current,100828,Delhi
101572,Cust_1572,Savings,283446,Chennai
101573,Cust_1573,Current,923311,Kolkata
101574,Cust_1574,Savings,745373,Chennai
101575,Cust_1575,Fixed Deposit,547264,Delhi
101576,Cust_1576,Fixed Deposit,614364,Delhi
101577,Cust_1577,Savings,401661,Delhi
101578,Cust_1578,Fixed Deposit,957200,Mumbai
101579,Cust_1579,Fixed Deposit,478976,Kolkata
101580,Cust_1580,Savings,833016,Chennai
101581,Cust_1581,Savings,364526,Mumbai
101582,Cust_1582,Current,209004,Delhi
101583,Cust_1583,Fixed Deposit,131690,Delhi
101584,Cust_1584,Fixed Deposit,873693,Delhi
101585,Cust_1585,Current,507257,Chennai
101586,Cust_1586,Fixed Deposit,393712,Kolkata
101587,Cust_1587,Current,513945,Kolkata
101588,Cust_1588,Savings,827462,Chennai
101589,Cust_1589,Fixed Deposit,187207,Kolkata
101590,Cust_1590,Savings,232685,Mumbai
101591,Cust_1591,Current,387612,Chennai
101592,Cust_1592,Current,173787,Chennai
101593,Cust_1593,Savings,431839,Chennai
101594,Cust_1594,Fixed Deposit,327021,Mumbai
101595,Cust_1595,Current,817213,Kolkata
101596,Cust_1596,Fixed Deposit,566332,Delhi
101597,Cust_1597,Savings,976427,Mumbai
101598,Cust_1598,Current,152413,Chennai
101599,Cust_1599,Savings,821889,Delhi
101600,Cust_1600,Current,542155,Delhi
101601,Cust_1601,Current,294557,Kolkata
101602,Cust_1602,Current,379272,Mumbai
101603,Cust_1603,Savings,210793,Delhi
101604,Cust_1604,Savings,130861,Delhi
101605,Cust_1605,Fixed Deposit,457567,Mumbai
101606,Cust_1606,Savings,781443,Kolkata
101607,Cust_1607,Current,457890,Delhi
101608,Cust_1608,Fixed Deposit,868318,Kolkata
101609,Cust_1609,Savings,306385,Mumbai
101610,Cust_1610,Fixed Deposit,586554,Mumbai
101611,Cust_1611,Savings,570919,Chennai
101612,Cust_1612,Fixed Deposit,328818,Kolkata
101613,Cust_1613,Savings,120724,Chennai
101614,Cust_1614,Savings,111934,Mumbai
101615,Cust_1615,Savings,105293,Kolkata
101616,Cust_1616,Current,213027,Chennai
101617,Cust_1617,Current,434561,Mumbai
101618,Cust_1618,Current,637370,Delhi
101619,Cust_1619,Current,266586,Mumbai
101620,Cust_1620,Fixed Deposit,561709,Chennai
101621,Cust_1621,Current,154359,Mumbai
101622,Cust_1622,Current,602203,Kolkata
101623,Cust_1623,Current,197111,Delhi
101624,Cust_1624,Current,194450,Kolkata
101625,Cust_1625,Savings,809833,Delhi
101626,Cust_1626,Current,406097,Chennai
101627,Cust_1627,Fixed Deposit,197028,Mumbai
101628,Cust_1628,Fixed Deposit,687192,Mumbai
101629,Cust_1629,Savings,238103,Delhi
101630,Cust_1630,Current,37661,Delhi
101631,Cust_1631,Current,929925,Delhi
101632,Cust_1632,Savings,676433,Delhi
101633,Cust_1633,Current,920010,Mumbai
101634,Cust_1634,Savings,270001,Mumbai
101635,Cust_1635,Fixed Deposit,795687,Chennai
101636,Cust_1636,Current,145746,Chennai
101637,Cust_1637,Current,454446,Chennai
101638,Cust_1638,Fixed Deposit,579689,Kolkata
101639,Cust_1639,Fixed Deposit,689441,Mumbai
101640,Cust_1640,Savings,931105,Kolkata
101641,Cust_1641,Fixed Deposit,601954,Delhi
101642,Cust_1642,Fixed Deposit,392873,Delhi
101643,Cust_1643,Current,54113,Delhi
101644,Cust_1644,Current,85835,Delhi
101645,Cust_1645,Fixed Deposit,292359,Mumbai
101646,Cust_1646,Savings,718362,Delhi
101647,Cust_1647,Fixed Deposit,899509,Mumbai
101648,Cust_1648,Current,395496,Chennai
101649,Cust_1649,Savings,877017,Chennai
101650,Cust_1650,Current,457747,Chennai
101651,Cust_1651,Savings,848543,Kolkata
101652,Cust_1652,Savings,166006,Mumbai
101653,Cust_1653,Savings,267987,Mumbai
101654,Cust_1654,Savings,558139,Kolkata
101655,Cust_1655,Current,281687,Chennai
101656,Cust_1656,Fixed Deposit,456984,Mumbai
101657,Cust_1657,Current,311359,Chennai
101658,Cust_1658,Current,878341,Delhi
101659,Cust_1659,Fixed Deposit,512324,Mumbai
101660,Cust_1660,Savings,19994,Chennai
101661,Cust_1661,Fixed Deposit,187738,Delhi
101662,Cust_1662,Savings,276101,Mumbai
101663,Cust_1663,Current,951564,Kolkata
101664,Cust_1664,Savings,237785,Chennai
101665,Cust_1665,Savings,484797,Chennai
101666,Cust_1666,Fixed Deposit,671621,Chennai
101667,Cust_1667,Fixed Deposit,523459,Mumbai
101668,Cust_1668,Fixed Deposit,210936,Chennai
101669,Cust_1669,Savings,821550,Chennai
101670,Cust_1670,Current,328913,Mumbai
101671,Cust_1671,Fixed Deposit,68076,Delhi
101672,Cust_1672,Current,348135,Mumbai
101673,Cust_1673,Current,492059,Delhi
101674,Cust_1674,Current,582699,Delhi
101675,Cust_1675,Savings,893590,Mumbai
101676,Cust_1676,Current,222130,Delhi
101677,Cust_1677,Fixed Deposit,148792,Kolkata
101678,Cust_1678,Fixed Deposit,998776,Kolkata
101679,Cust_1679,Fixed Deposit,484297,Mumbai
101680,Cust_1680,Savings,771279,Chennai
101681,Cust_1681,Savings,312905,Delhi
101682,Cust_1682,Current,78713,Delhi
101683,Cust_1683,Fixed Deposit,357334,Kolkata
101684,Cust_1684,Current,522148,Delhi
101685,Cust_1685,Savings,152035,Delhi
101686,Cust_1686,Fixed Deposit,225027,Kolkata
101687,Cust_1687,Current,49413,Chennai
101688,Cust_1688,Savings,509176,Mumbai
101689,Cust_1689,Current,348330,Kolkata
101690,Cust_1690,Savings,543902,Mumbai
101691,Cust_1691,Fixed Deposit,898730,Mumbai
101692,Cust_1692,Current,570551,Kolkata
101693,Cust_1693,Savings,656876,Delhi
101694,Cust_1694,Savings,78986,Mumbai
101695,Cust_1695,Current,65046,Kolkata
101696,Cust_1696,Current,463586,Mumbai
101697,Cust_1697,Savings,45408,Kolkata
101698,Cust_1698,Savings,970355,Chennai
101699,Cust_1699,Current,97040,Mumbai
101700,Cust_1700,Savings,766795,Kolkata
101701,Cust_1701,Fixed Deposit,85702,Mumbai
101702,Cust_1702,Savings,356465,Kolkata
101703,Cust_1703,Savings,815204,Delhi
101704,Cust_1704,Current,364394,Chennai
101705,Cust_1705,Fixed Deposit,617102,Kolkata
101706,Cust_1706,Fixed Deposit,812030,Chennai
101707,Cust_1707,Savings,856256,Mumbai
101708,Cust_1708,Current,592769,Mumbai
101709,Cust_1709,Savings,899266,Chennai
101710,Cust_1710,Savings,651844,Mumbai
101711,Cust_1711,Fixed Deposit,595790,Chennai
101712,Cust_1712,Fixed Deposit,927048,Chennai
101713,Cust_1713,Fixed Deposit,70018,Mumbai
101714,Cust_1714,Savings,479763,Kolkata
101715,Cust_1715,Savings,965842,Chennai
101716,Cust_1716,Fixed Deposit,104464,Chennai
101717,Cust_1717,Fixed Deposit,107895,Chennai
101718,Cust_1718,Fixed Deposit,653904,Mumbai
101719,Cust_1719,Fixed Deposit,559047,Mumbai
101720,Cust_1720,Current,391958,Delhi
101721,Cust_1721,Fixed Deposit,935777,Kolkata
101722,Cust_1722,Current,345320,Mumbai
101723,Cust_1723,Savings,855322,Mumbai
101724,Cust_1724,Savings,917832,Delhi
101725,Cust_1725,Fixed Deposit,29678,Delhi
101726,Cust_1726,Current,997009,Chennai
101727,Cust_1727,Current,374776,Kolkata
101728,Cust_1728,Fixed Deposit,671736,Chennai
101729,Cust_1729,Savings,70954,Mumbai
101730,Cust_1730,Savings,271726,Delhi
101731,Cust_1731,Current,506642,Mumbai
101732,Cust_1732,Current,262279,Delhi
101733,Cust_1733,Current,388961,Kolkata
101734,Cust_1734,Fixed Deposit,83854,Mumbai
101735,Cust_1735,Fixed Deposit,540247,Kolkata
101736,Cust_1736,Savings,950310,Delhi
101737,Cust_1737,Savings,392333,Kolkata
101738,Cust_1738,Current,275944,Delhi
101739,Cust_1739,Current,782961,Kolkata
101740,Cust_1740,Fixed Deposit,871845,Chennai
101741,Cust_1741,Fixed Deposit,293424,Chennai
101742,Cust_1742,Savings,877446,Kolkata
101743,Cust_1743,Current,203572,Delhi
101744,Cust_1744,Fixed Deposit,916673,Kolkata
101745,Cust_1745,Current,396344,Delhi
101746,Cust_1746,Savings,742863,Chennai
101747,Cust_1747,Savings,634055,Kolkata
101748,Cust_1748,Savings,283241,Kolkata
101749,Cust_1749,Savings,888895,Delhi
101750,Cust_1750,Savings,936524,Delhi
101751,Cust_1751,Savings,726710,Chennai
101752,Cust_1752,Current,949130,Chennai
101753,Cust_1753,Current,193080,Kolkata
101754,Cust_1754,Fixed Deposit,407029,Mumbai
101755,Cust_1755,Current,651939,Chennai
101756,Cust_1756,Savings,219442,Delhi
101757,Cust_1757,Savings,389484,Mumbai
101758,Cust_1758,Fixed Deposit,768024,Chennai
101759,Cust_1759,Current,132322,Mumbai
101760,Cust_1760,Fixed Deposit,257504,Delhi
101761,Cust_1761,Savings,750850,Mumbai
101762,Cust_1762,Fixed Deposit,370113,Delhi
101763,Cust_1763,Savings,80203,Delhi
101764,Cust_1764,Current,298451,Delhi
101765,Cust_1765,Current,396198,Kolkata
101766,Cust_1766,Fixed Deposit,21557,Delhi
101767,Cust_1767,Current,32524,Kolkata
101768,Cust_1768,Fixed Deposit,874117,Mumbai
101769,Cust_1769,Current,701998,Delhi
101770,Cust_1770,Current,705923,Chennai
101771,Cust_1771,Current,236297,Kolkata
101772,Cust_1772,Fixed Deposit,583947,Chennai
101773,Cust_1773,Savings,639166,Kolkata
101774,Cust_1774,Fixed Deposit,768517,Delhi
101775,Cust_1775,Fixed Deposit,920495,Mumbai
101776,Cust_1776,Current,858502,Mumbai
101777,Cust_1777,Savings,509869,Delhi
101778,Cust_1778,Savings,174324,Mumbai
101779,Cust_1779,Savings,792390,Mumbai
101780,Cust_1780,Fixed Deposit,55673,Kolkata
101781,Cust_1781,Fixed Deposit,370663,Delhi
101782,Cust_1782,Savings,302778,Mumbai
101783,Cust_1783,Current,873858,Mumbai
101784,Cust_1784,Fixed Deposit,574553,Delhi
101785,Cust_1785,Current,386359,Chennai
101786,Cust_1786,Savings,791261,Chennai
101787,Cust_1787,Current,675428,Chennai
101788,Cust_1788,Current,552509,Kolkata
101789,Cust_1789,Savings,939397,Delhi
101790,Cust_1790,Current,732482,Chennai
101791,Cust_1791,Savings,785635,Chennai
101792,Cust_1792,Current,448175,Delhi
101793,Cust_1793,Fixed Deposit,839254,Chennai
101794,Cust_1794,Savings,585794,Chennai
101795,Cust_1795,Current,415297,Delhi
101796,Cust_1796,Current,115742,Delhi
101797,Cust_1797,Current,116535,Mumbai
101798,Cust_1798,Fixed Deposit,59969,Delhi
101799,Cust_1799,Fixed Deposit,199086,Kolkata
