Date,Sales Person,State,Product,Quantity
2024-11-22,Shaan Chacko,Rajasthan,OMR Scanner,295
2025-02-09,Farhan Babu,Kerala,Gaming Mouse,104
2025-07-14,Lagan Karan,Madhya Pradesh,Mechanical Keyboard,144
2024-11-04,Prerak Balasubramanian,Telangana,Graphic Pad,385
2025-05-03,Indrajit Chatterjee,Haryana,Thermal Printer,504
2025-03-03,Gatik Shenoy,Jammu and Kashmir,Foldable Keyboard,494
2024-10-12,Ryan Anne,Gujarat,Flatbed Scanner,495
2025-08-10,Biju Bansal,Maharashtra,Foldable Keyboard,260
2024-09-20,Ryan Yogi,Punjab,Gaming Mouse,191
2025-02-17,Nehmat Bains,Uttar Pradesh,WebCam,492
2025-07-24,Yashvi Jani,Bihar,OMR Scanner,312
2025-05-25,Shray Khosla,Gujarat,Gaming Mouse,203
2024-10-19,Hansh Bhargava,Madhya Pradesh,OCR Scanner,297
2025-06-27,Hiran Mall,Rajasthan,Mechanical Keyboard,542
2024-12-18,Kimaya Master,Kerala,Mechanical Keyboard,201
2024-10-08,Jayant Uppal,Arunachal Pradesh,Standard Keyboard,255
2025-05-10,Nitara Vyas,Assam,Standard Keyboard,321
2025-05-31,Anya Suri,Chhattisgarh,Graphic Pad,337
2025-03-18,Drishya Banik,Karnataka,Graphic Pad,255
2024-12-30,Vanya Chopra,Kerala,Laser Printer,568
2025-06-09,Madhup Mahajan,Uttarakhand,Thermal Printer,353
2025-03-29,Gatik Dua,Maharashtra,Laser Printer,517
2024-10-28,Kartik Chaudhry,Bihar,OCR Scanner,109
2025-01-29,Vidur Lad,Uttarakhand,OMR Scanner,469
2024-12-11,Aarush Agarwal,Karnataka,Thermal Printer,439
2025-03-21,Suhana Bains,Punjab,OMR Scanner,200
2025-03-07,Shanaya Kunda,Odisha,Gaming Mouse,204
2025-01-18,Tushar Butala,Maharashtra,OMR Scanner,475
2024-10-20,Prerak Venkatesh,Maharashtra,Thermal Printer,409
2025-02-21,Manikya Sundaram,West Bengal,WebCam,548
2025-05-24,Kismat Seshadri,Punjab,OMR Scanner,471
2025-05-30,Gatik Sur,Himachal Pradesh,Gaming Mouse,146
2025-06-14,Kabir Sundaram,Chhattisgarh,Thermal Printer,392
2024-12-20,Yakshit Khalsa,Tamil Nadu,OMR Scanner,122
2024-12-31,Hrishita Bains,Madhya Pradesh,Graphic Pad,583
2025-02-25,Anay Arya,Uttar Pradesh,Mouse,394
2025-08-04,Nakul Borah,Madhya Pradesh,Graphic Pad,388
2025-04-17,Nitya Shan,Uttarakhand,OMR Scanner,506
2025-01-09,Hrishita Bath,Tamil Nadu,Mechanical Keyboard,332
2025-04-21,Mahika Sawhney,Telangana,Thermal Printer,469
2024-09-16,Emir Dada,Gujarat,Gaming Mouse,206
2024-09-03,Parinaaz Bains,Kerala,OMR Scanner,143
2025-08-23,Aniruddh Bala,Odisha,WebCam,373
2024-12-31,Diya Solanki,Uttar Pradesh,Mouse,114
2025-05-27,Ryan Sengupta,Bihar,Thermal Printer,369
2025-09-02,Drishya Sawhney,Jammu and Kashmir,Standard Keyboard,487
2025-01-31,Alia Borde,Assam,Gaming Mouse,513
2025-01-28,Farhan Chahal,Madhya Pradesh,Laser Printer,183
2025-06-18,Bhavin Batra,Telangana,Standard Keyboard,513
2025-08-24,Elakshi Gulati,Maharashtra,WebCam,421
2024-09-10,Zeeshan Barman,Telangana,OCR Scanner,270
2025-06-05,Azad Tata,Assam,Gaming Mouse,291
2024-11-24,Anay Varghese,Jammu and Kashmir,Flatbed Scanner,384
2025-01-27,Amani Raja,Jammu and Kashmir,Mechanical Keyboard,487
2024-12-05,Mahika Ramakrishnan,Arunachal Pradesh,Mouse,538
2025-02-13,Aarav Jani,Andhra Pradesh,Mechanical Keyboard,153
2025-01-08,Romil Deep,West Bengal,Mouse,514
2025-03-13,Darshit Lala,Karnataka,WebCam,549
2024-10-13,Inaaya  Loyal,Gujarat,Mechanical Keyboard,510
2025-04-22,Miraya Lanka,Chhattisgarh,Foldable Keyboard,514
2024-09-08,Myra Sarin,Maharashtra,Thermal Printer,412
2024-12-21,Eshani Iyer,Chhattisgarh,Gaming Mouse,181
2025-06-11,Anahita Gandhi,Gujarat,Thermal Printer,285
2024-11-14,Ishaan Lall,Bihar,Mechanical Keyboard,567
2025-01-10,Ryan Lad,Himachal Pradesh,Foldable Keyboard,239
2025-04-15,Krish Chacko,Haryana,Foldable Keyboard,119
2024-12-28,Kiaan Mandal,Telangana,Mechanical Keyboard,462
2025-07-09,Ivan Sinha,Jammu and Kashmir,Flatbed Scanner,135
2025-05-16,Anahi Dhar,Maharashtra,OCR Scanner,282
2024-12-17,Advik Lad,West Bengal,Standard Keyboard,224
2025-06-30,Indranil Sura,Jammu and Kashmir,Mechanical Keyboard,372
2025-08-18,Aaina Bali,Rajasthan,Foldable Keyboard,429
2024-10-23,Suhana Kala,Odisha,WebCam,514
2024-11-26,Zaina Iyengar,Tamil Nadu,Thermal Printer,398
2025-03-06,Myra Dhaliwal,Odisha,Thermal Printer,358
2025-05-06,Aniruddh Solanki,Bihar,Gaming Mouse,504
2024-11-08,Tanya Ramanathan,Assam,WebCam,473
2025-02-01,Sumer Wason,Uttar Pradesh,Gaming Mouse,365
2025-06-17,Aarav Mallick,Haryana,Mechanical Keyboard,212
2024-10-03,Faiyaz Dua,Assam,Laser Printer,115
2024-11-08,Samar Chahal,Andhra Pradesh,Laser Printer,549
2024-09-21,Dharmajan Raval,Tamil Nadu,OMR Scanner,308
2024-11-05,Azad Rastogi,Bihar,Mechanical Keyboard,366
2024-09-09,Madhup Cherian,Gujarat,Laser Printer,555
2025-05-12,Ayesha Saraf,Tamil Nadu,Thermal Printer,459
2025-02-26,Miraya Rau,Haryana,WebCam,233
2025-07-22,Eva Taneja,Karnataka,OCR Scanner,328
2025-02-16,Neelofar Buch,Andhra Pradesh,Standard Keyboard,337
2025-03-25,Vaibhav Gupta,Himachal Pradesh,Flatbed Scanner,318
2025-08-11,Ira Bal,Rajasthan,Graphic Pad,194
2025-01-17,Rania Shere,West Bengal,Foldable Keyboard,595
2025-05-01,Dhruv Kaur,Chhattisgarh,Gaming Mouse,570
2024-11-05,Manikya Dutta,Tamil Nadu,Standard Keyboard,484
2025-04-16,Shamik Barad,Haryana,Laser Printer,122
2025-07-04,Hrishita Arora,Rajasthan,Mechanical Keyboard,531
2025-01-24,Navya Grewal,Rajasthan,Flatbed Scanner,253
2025-06-08,Riya Barman,Odisha,WebCam,547
2024-10-13,Mamooty Mangal,Andhra Pradesh,Mouse,392
2025-05-12,Riaan Borah,Telangana,Mechanical Keyboard,435
2024-09-22,Kiaan Brar,Karnataka,Laser Printer,417
2024-11-28,Lavanya Chada,Assam,Graphic Pad,566
2025-07-04,Yakshit Wable,Chhattisgarh,Standard Keyboard,407
2025-04-22,Rhea Banerjee,Uttar Pradesh,Gaming Mouse,484
2025-04-07,Indranil Bedi,Telangana,OMR Scanner,286
2025-05-23,Divit Lad,Karnataka,WebCam,370
2024-12-02,Kartik Salvi,Punjab,Laser Printer,404
2025-08-28,Rohan Raman,Punjab,Foldable Keyboard,200
2024-12-09,Myra Sehgal,Gujarat,Gaming Mouse,472
2025-02-03,Biju Sharaf,Telangana,WebCam,455
2025-06-12,Dishani Suri,Maharashtra,Flatbed Scanner,517
2024-11-11,Uthkarsh Kohli,Arunachal Pradesh,Foldable Keyboard,377
2025-04-26,Dhruv Sankaran,Karnataka,Graphic Pad,409
2025-08-13,Dishani Gour,Odisha,OMR Scanner,155
2025-05-09,Rhea Vig,West Bengal,Foldable Keyboard,579
2024-09-06,Navya Bhandari,Tamil Nadu,Mouse,129
2025-06-06,Biju Tata,Uttarakhand,Gaming Mouse,491
2025-04-12,Pihu Samra,Andhra Pradesh,Laser Printer,327
2025-02-06,Krish Dass,Uttarakhand,Standard Keyboard,197
2025-01-21,Lakshit Dugar,Uttar Pradesh,Thermal Printer,446
2025-01-19,Umang Kala,Bihar,Foldable Keyboard,340
2025-02-24,Amani Srinivasan,Bihar,WebCam,597
2025-03-01,Khushi Gill,Odisha,OMR Scanner,204
2025-08-31,Badal Issac,Karnataka,Standard Keyboard,263
2024-10-16,Samaira Deshpande,Punjab,Mechanical Keyboard,359
2025-08-12,Zeeshan Kamdar,Rajasthan,Standard Keyboard,373
2025-08-11,Kimaya Chawla,Odisha,Gaming Mouse,364
2025-01-05,Rhea Borra,Telangana,Mouse,378
2025-08-16,Nitara Bava,Telangana,Mechanical Keyboard,254
2025-05-15,Sara Kakar,Odisha,Gaming Mouse,479
2025-08-24,Pari Ramakrishnan,Andhra Pradesh,WebCam,209
2025-06-30,Darshit Sant,Tamil Nadu,Gaming Mouse,555
2025-04-10,Jayesh Trivedi,Bihar,Mouse,576
2024-12-13,Myra Desai,Andhra Pradesh,Laser Printer,567
2025-02-07,Hrishita Khatri,Gujarat,WebCam,190
2024-12-08,Devansh Borra,Bihar,Foldable Keyboard,527
2025-07-28,Romil Srinivas,Haryana,Flatbed Scanner,456
2025-06-06,Umang Zachariah,Madhya Pradesh,Gaming Mouse,267
2025-08-05,Yakshit Kota,Kerala,Thermal Printer,290
2025-01-21,Parinaaz Maharaj,Assam,Foldable Keyboard,459
2025-01-29,Anika Subramanian,Tamil Nadu,OMR Scanner,389
2025-04-03,Riya Ramanathan,Andhra Pradesh,WebCam,571
2025-07-21,Yuvaan Guha,Jammu and Kashmir,OMR Scanner,557
2024-10-31,Zeeshan Bir,Tamil Nadu,OCR Scanner,482
2024-12-29,Mannat Srinivasan,Uttar Pradesh,Foldable Keyboard,285
2025-08-12,Dharmajan Chakraborty,Madhya Pradesh,Mouse,207
2025-08-28,Kashvi Rajan,Kerala,OCR Scanner,471
2025-03-10,Jayant Deol,Rajasthan,Thermal Printer,218
2024-09-20,Ishaan Sandal,Telangana,Thermal Printer,319
2024-10-09,Nirvaan Dara,Arunachal Pradesh,Laser Printer,422
2025-01-17,Vanya Amble,Jammu and Kashmir,Laser Printer,337
2025-06-02,Zoya Dhillon,Odisha,Gaming Mouse,562
2025-01-29,Jivin Tripathi,Himachal Pradesh,Mechanical Keyboard,168
2025-03-06,Madhup Hegde,Kerala,Mechanical Keyboard,572
2025-02-01,Divit Dhaliwal,Uttar Pradesh,WebCam,178
2024-11-06,Ishita Gala,Andhra Pradesh,Foldable Keyboard,139
2025-04-30,Divij Char,Tamil Nadu,WebCam,201
2024-12-12,Nakul Sama,Haryana,Standard Keyboard,167
2025-01-02,Indrajit Kala,West Bengal,Laser Printer,451
2025-07-01,Shamik Amble,Maharashtra,Graphic Pad,387
2025-06-22,Advik Mangal,Odisha,OMR Scanner,517
2024-09-22,Renee Seth,Madhya Pradesh,OMR Scanner,150
2025-03-06,Misha Bakshi,Himachal Pradesh,OMR Scanner,321
2025-04-29,Rhea Acharya,Kerala,Laser Printer,345
2024-10-31,Ivan Din,Maharashtra,OMR Scanner,392
2024-09-28,Veer Sur,Chhattisgarh,OMR Scanner,455
2025-06-23,Misha Bhargava,Chhattisgarh,Thermal Printer,103
2024-12-14,Kavya Keer,Assam,OCR Scanner,474
2024-11-20,Ehsaan Gola,Kerala,Graphic Pad,599
2025-01-30,Sana Ghose,Haryana,OMR Scanner,341
2025-06-03,Dhanuk Ram,Uttarakhand,OCR Scanner,175
2025-04-25,Abram Borde,Uttar Pradesh,Laser Printer,108
2025-08-16,Bhavin Sant,Gujarat,Mechanical Keyboard,347
2024-10-26,Vritika Dhillon,Odisha,Mouse,535
2024-11-08,Samarth Andra,Punjab,Laser Printer,146
2024-12-27,Amani Srivastava,Haryana,Thermal Printer,501
2024-10-03,Kartik Suri,Arunachal Pradesh,Foldable Keyboard,422
2025-06-21,Miraya Kala,Jammu and Kashmir,OMR Scanner,433
2025-08-13,Tiya Sami,Karnataka,Mechanical Keyboard,583
2024-11-16,Prisha Bala,Maharashtra,Standard Keyboard,259
2025-04-23,Sana Boase,Odisha,Thermal Printer,599
2025-07-20,Seher Raja,Madhya Pradesh,Mechanical Keyboard,337
2025-02-07,Aarush Ahuja,Andhra Pradesh,Gaming Mouse,536
2025-07-13,Dhanush Kashyap,West Bengal,Standard Keyboard,106
2025-03-17,Dharmajan Deshpande,Uttarakhand,Foldable Keyboard,227
2025-04-30,Aaina Rana,Tamil Nadu,Mechanical Keyboard,236
2025-04-27,Vivaan Banerjee,Punjab,OMR Scanner,435
2025-03-11,Hiran Bahl,Maharashtra,Standard Keyboard,497
2024-11-05,Anvi Kannan,Gujarat,Foldable Keyboard,312
2025-08-04,Yuvraj  Mahajan,Bihar,Standard Keyboard,515
2025-01-22,Ira Deep,Chhattisgarh,Laser Printer,550
2024-09-17,Sara Soni,Karnataka,OMR Scanner,386
2025-08-05,Anya Mander,Haryana,WebCam,378
2025-04-11,Arnav Joshi,Assam,Laser Printer,162
2024-09-20,Yashvi Tank,Punjab,Foldable Keyboard,318
2025-01-18,Jivika Dey,Andhra Pradesh,Standard Keyboard,175
2024-10-16,Ayesha Chacko,Assam,Graphic Pad,468
2024-12-10,Onkar Suri,Kerala,Laser Printer,549
2024-12-02,Vanya Agarwal,Uttarakhand,Thermal Printer,390
2025-07-20,Sumer Saran,Arunachal Pradesh,Foldable Keyboard,324
2025-07-06,Dharmajan Sawhney,Madhya Pradesh,Mouse,160
2024-09-14,Ojas Dhar,Chhattisgarh,Standard Keyboard,223
2024-12-31,Ivan Sehgal,Himachal Pradesh,Gaming Mouse,241
2024-10-31,Jivin Ram,Kerala,Mechanical Keyboard,282
2025-01-30,Rati Kari,Odisha,Gaming Mouse,451
2025-04-24,Pihu Soni,West Bengal,Standard Keyboard,417
2024-12-18,Jayant Bassi,Bihar,OMR Scanner,336
2025-02-01,Hunar Varty,Himachal Pradesh,Laser Printer,375
2024-12-31,Ivan Arora,Uttar Pradesh,Thermal Printer,364
2025-03-17,Nitya Yogi,Uttarakhand,Thermal Printer,507
2025-08-28,Emir Dutta,Punjab,Standard Keyboard,300
2025-05-17,Vedika Chopra,Madhya Pradesh,Foldable Keyboard,549
2025-03-25,Ehsaan Doctor,Andhra Pradesh,Foldable Keyboard,117
2024-09-03,Ritvik Manda,Maharashtra,OMR Scanner,481
2025-03-15,Jayan Sani,Tamil Nadu,Gaming Mouse,235
2024-11-10,Jivin Kale,Bihar,WebCam,108
2025-08-31,Gokul Toor,Himachal Pradesh,OCR Scanner,362
2025-04-28,Shalv Randhawa,Rajasthan,OMR Scanner,201
2025-01-09,Kanav Lal,Rajasthan,Mechanical Keyboard,407
2025-05-26,Tejas Mani,Himachal Pradesh,Mouse,481
2024-12-28,Tara Tandon,Punjab,Graphic Pad,251
2024-10-03,Divyansh Tailor,Kerala,Thermal Printer,311
2025-06-21,Zara Buch,West Bengal,Thermal Printer,420
2025-06-26,Heer Bhalla,Jammu and Kashmir,Graphic Pad,569
2025-03-04,Hiran Suri,Bihar,OCR Scanner,350
2024-12-10,Indranil Sachdeva,West Bengal,Standard Keyboard,309
2024-10-01,Vritika Devan,Arunachal Pradesh,OMR Scanner,596
2025-08-04,Hridaan Joshi,Bihar,Thermal Printer,596
2024-11-05,Dishani Sastry,Arunachal Pradesh,Laser Printer,464
2025-02-22,Shray Deol,Assam,OCR Scanner,496
2025-01-29,Seher Balasubramanian,Tamil Nadu,Foldable Keyboard,485
2025-05-19,Aayush Ramanathan,Uttarakhand,OMR Scanner,451
2024-11-01,Rati Shere,Chhattisgarh,Mouse,252
2025-06-21,Adah Wason,Maharashtra,Gaming Mouse,399
2025-09-03,Nakul Krishnamurthy,Odisha,Mechanical Keyboard,137
2025-04-01,Anika Dhawan,Telangana,Mechanical Keyboard,146
2024-11-19,Eshani Andra,Uttar Pradesh,Graphic Pad,488
2024-12-31,Nakul Ramesh,Gujarat,OCR Scanner,120
2025-08-03,Ira Amble,Chhattisgarh,OMR Scanner,343
2025-03-20,Sara Shankar,Haryana,Standard Keyboard,109
2025-02-11,Faiyaz Kota,Rajasthan,WebCam,571
2025-06-24,Siya Kalla,Tamil Nadu,Thermal Printer,332
2024-09-21,Lakshay Chhabra,Tamil Nadu,Foldable Keyboard,448
2025-03-12,Nirvi Tak,Madhya Pradesh,Graphic Pad,542
2024-12-19,Renee Shukla,Odisha,Laser Printer,504
2024-11-29,Aaryahi Cherian,Maharashtra,OMR Scanner,408
2025-02-18,Hunar Dave,Andhra Pradesh,Laser Printer,373
2025-04-30,Purab Krishnamurthy,Haryana,Foldable Keyboard,292
2024-11-17,Zara Bala,Himachal Pradesh,Mouse,417
2024-11-18,Divyansh Ganesan,Karnataka,Standard Keyboard,227
2024-10-18,Ishaan Srivastava,Chhattisgarh,Thermal Printer,545
2025-01-20,Nishith Golla,Rajasthan,OCR Scanner,421
2025-04-12,Diya Kunda,Andhra Pradesh,WebCam,498
2025-03-09,Lavanya Tara,Bihar,OCR Scanner,598
2025-02-22,Adira Mammen,Jammu and Kashmir,Mechanical Keyboard,349
2025-04-27,Divit Chaudhary,Haryana,Laser Printer,521
2025-08-02,Sana Walia,Karnataka,Mouse,172
2025-06-24,Aarna Singh,Chhattisgarh,Thermal Printer,205
2024-11-05,Tejas Chakraborty,Madhya Pradesh,Mechanical Keyboard,363
2025-06-16,Riya Kale,Gujarat,Foldable Keyboard,479
2025-01-09,Uthkarsh Basu,Maharashtra,Standard Keyboard,403
2025-03-06,Rohan Jhaveri,West Bengal,Standard Keyboard,466
2025-03-28,Aaryahi Dutta,Tamil Nadu,Foldable Keyboard,125
2024-12-12,Aarav Bath,Tamil Nadu,Graphic Pad,533
2025-03-17,Saanvi Dave,Telangana,Mouse,500
2025-07-27,Hazel Sekhon,Telangana,Flatbed Scanner,152
2025-01-04,Khushi Sridhar,Madhya Pradesh,Foldable Keyboard,297
2025-07-15,Nishith Cheema,Rajasthan,Mouse,397
2025-08-21,Krish Kibe,Odisha,OCR Scanner,187
2025-04-15,Divyansh Kurian,Uttar Pradesh,Mouse,316
2025-07-28,Rati Kadakia,Gujarat,Mechanical Keyboard,391
2025-01-13,Advik Chandran,Chhattisgarh,OMR Scanner,235
2025-06-10,Ishaan Sengupta,Karnataka,Foldable Keyboard,244
2025-07-25,Samarth Rao,Jammu and Kashmir,Flatbed Scanner,532
2024-09-28,Tanya Singhal,Haryana,OMR Scanner,212
2025-05-21,Trisha Mahajan,West Bengal,Standard Keyboard,556
2025-07-17,Yuvraj  Shroff,Andhra Pradesh,Flatbed Scanner,225
2024-09-17,Vritika Agate,Karnataka,Mechanical Keyboard,396
2025-02-04,Samiha Ganesh,Telangana,Thermal Printer,262
2024-10-29,Nirvaan Sankar,Gujarat,Thermal Printer,454
2025-05-26,Bhamini Kapur,Kerala,Graphic Pad,318
2025-06-03,Kavya Varma,Madhya Pradesh,Mouse,503
2025-08-15,Vihaan Dara,Rajasthan,Laser Printer,420
2025-05-10,Yashvi Toor,Uttarakhand,Laser Printer,455
2024-10-19,Shanaya Bhargava,Uttar Pradesh,Thermal Printer,330
2025-08-23,Hansh Sagar,Odisha,Graphic Pad,206
2025-07-17,Dishani Bhargava,Haryana,Mechanical Keyboard,495
2025-05-07,Lagan Tak,Uttar Pradesh,Mechanical Keyboard,310
2024-10-19,Tiya Lata,Telangana,Foldable Keyboard,128
2025-08-28,Aarush Dyal,Odisha,Graphic Pad,254
2025-05-07,Parinaaz Tank,Bihar,Mechanical Keyboard,487
2024-09-11,Seher Sabharwal,Gujarat,Mechanical Keyboard,429
2024-12-21,Mishti Wadhwa,Himachal Pradesh,Graphic Pad,597
2025-05-01,Romil Setty,Kerala,Mechanical Keyboard,593
2025-07-14,Samarth Tiwari,Karnataka,Mechanical Keyboard,146
2025-01-10,Kanav Kapadia,Karnataka,OCR Scanner,403
2025-03-08,Abram Dugal,Madhya Pradesh,Thermal Printer,168
2025-01-18,Saksham Mane,Odisha,Graphic Pad,214
2024-09-14,Anika Vaidya,Assam,Flatbed Scanner,161
2024-10-31,Diya Ahuja,Assam,OCR Scanner,463
2024-12-22,Chirag Swaminathan,Bihar,Flatbed Scanner,148
2025-03-01,Nakul Goswami,Jammu and Kashmir,Standard Keyboard,287
2024-12-19,Pari Gopal,Punjab,Flatbed Scanner,199
2025-06-25,Lavanya Sule,Arunachal Pradesh,Mechanical Keyboard,499
2025-08-26,Tejas Malhotra,Assam,Gaming Mouse,163
2025-08-24,Advik Wali,Maharashtra,Flatbed Scanner,324
2025-03-13,Hridaan Ranganathan,Jammu and Kashmir,Laser Printer,331
2024-10-08,Indrajit Babu,Tamil Nadu,Graphic Pad,330
2024-10-26,Vritika Thaker,Tamil Nadu,OMR Scanner,220
2025-03-12,Prisha Aurora,Karnataka,Laser Printer,253
2024-12-11,Ahana  Gulati,Chhattisgarh,Thermal Printer,467
2024-09-12,Aaryahi Balakrishnan,Kerala,Mouse,124
2025-05-26,Biju Vala,Assam,Laser Printer,182
2025-06-09,Shayak Lala,Andhra Pradesh,OCR Scanner,273
2025-07-18,Mannat Lalla,Kerala,Mouse,491
2025-08-09,Zoya Gupta,Tamil Nadu,Standard Keyboard,160
2025-03-27,Shanaya Garg,Karnataka,Thermal Printer,450
2025-04-28,Kavya Agarwal,Kerala,Foldable Keyboard,239
2025-03-25,Anaya Chakraborty,Telangana,Mouse,470
2025-07-22,Yakshit Kapoor,Uttar Pradesh,OMR Scanner,588
2024-10-26,Neelofar Sangha,Tamil Nadu,Standard Keyboard,288
2025-07-15,Mannat Randhawa,West Bengal,OCR Scanner,472
2025-04-01,Ryan Varty,Uttarakhand,Graphic Pad,505
2025-02-07,Dhanush Bava,Kerala,Mechanical Keyboard,489
2024-11-23,Rati Rao,Odisha,WebCam,279
2024-10-23,Nirvaan Kapadia,Bihar,Mouse,286
2025-06-04,Manikya Chaudhary,Gujarat,Graphic Pad,298
2025-01-20,Purab Venkatesh,Chhattisgarh,Standard Keyboard,205
2024-09-27,Dhanuk Atwal,Telangana,OCR Scanner,505
2024-10-21,Pihu Chaudhari,Telangana,Gaming Mouse,435
2024-12-16,Zoya Chakraborty,Rajasthan,OCR Scanner,578
2025-06-01,Pari Butala,Gujarat,Laser Printer,382
2025-04-09,Umang Khurana,West Bengal,Graphic Pad,323
2025-05-06,Dhanush Barman,Jammu and Kashmir,OMR Scanner,542
2025-03-28,Aarav Bose,Tamil Nadu,Foldable Keyboard,506
2024-09-13,Dhanush Sibal,Bihar,WebCam,194
2025-06-14,Damini Maharaj,Haryana,Graphic Pad,466
2024-09-16,Oorja Kashyap,West Bengal,Graphic Pad,161
2024-11-02,Kismat Bal,Jammu and Kashmir,Foldable Keyboard,223
2025-05-31,Neysa Sane,Haryana,Foldable Keyboard,219
2025-05-08,Suhana Mallick,Himachal Pradesh,Gaming Mouse,353
2025-06-19,Gokul Apte,Telangana,Mouse,542
2024-11-11,Kanav Sant,Bihar,Thermal Printer,355
2025-07-24,Myra Lalla,Rajasthan,Standard Keyboard,279
2025-05-23,Yuvraj  Shroff,Jammu and Kashmir,OMR Scanner,324
2025-08-26,Romil Vig,Tamil Nadu,Mechanical Keyboard,587
2024-09-24,Indranil Babu,Himachal Pradesh,Thermal Printer,350
2025-06-22,Aarna Joshi,Uttar Pradesh,Graphic Pad,504
2024-09-19,Hansh Bir,Chhattisgarh,Standard Keyboard,511
2025-03-02,Aradhya Dora,Bihar,OCR Scanner,470
2024-10-18,Alisha Krishna,Uttar Pradesh,Flatbed Scanner,446
2024-11-29,Ela Kar,Uttarakhand,OCR Scanner,442
2025-05-11,Riya Chaudhuri,Madhya Pradesh,Flatbed Scanner,175
2025-08-06,Ranbir Hegde,Arunachal Pradesh,Standard Keyboard,380
2024-10-02,Nirvaan Sarkar,Karnataka,Mechanical Keyboard,504
2025-04-23,Yasmin Bandi,Karnataka,Foldable Keyboard,303
2025-06-30,Seher Bava,Uttarakhand,Foldable Keyboard,418
2024-12-14,Nakul Ramaswamy,Bihar,Mouse,360
2025-08-11,Nirvaan Ahluwalia,Tamil Nadu,Mechanical Keyboard,581
2024-11-28,Saira Sampath,Punjab,Graphic Pad,106
2025-07-23,Kabir Sant,Telangana,OMR Scanner,198
2025-04-17,Umang Kuruvilla,Bihar,Mechanical Keyboard,209
2025-02-04,Kabir Aggarwal,Chhattisgarh,Standard Keyboard,327
2025-05-25,Shlok Halder,Karnataka,Thermal Printer,454
2024-09-12,Pranay Majumdar,Jammu and Kashmir,Graphic Pad,309
2025-06-27,Anahita Loyal,Chhattisgarh,Graphic Pad,369
2025-06-19,Emir Dhawan,West Bengal,Foldable Keyboard,514
2025-02-27,Yasmin Borra,Haryana,Mouse,475
2024-11-04,Krish Din,Karnataka,Graphic Pad,574
2024-09-29,Aradhya Apte,Haryana,OCR Scanner,325
2025-03-31,Amira Warrior,Haryana,Mouse,414
2025-01-19,Dharmajan Dugar,Tamil Nadu,WebCam,492
2024-09-15,Alisha Mammen,Tamil Nadu,Mechanical Keyboard,192
2025-05-15,Ojas Ghosh,Bihar,OCR Scanner,334
2025-03-02,Kashvi Chaudhari,Karnataka,Mechanical Keyboard,264
2024-10-14,Nitya Randhawa,Chhattisgarh,OCR Scanner,407
2024-10-08,Hridaan Barad,Rajasthan,WebCam,539
2025-08-07,Stuvan Mann,Punjab,OCR Scanner,549
2025-06-04,Suhana Salvi,Gujarat,OMR Scanner,269
2025-05-28,Ela Arora,Uttarakhand,Mouse,395
2024-11-08,Ryan Bala,Jammu and Kashmir,Graphic Pad,228
2025-03-29,Anika Garde,Himachal Pradesh,Mechanical Keyboard,365
2024-10-24,Alia Bahri,Jammu and Kashmir,Thermal Printer,234
2025-05-19,Shray Bali,West Bengal,Laser Printer,336
2024-10-24,Hridaan Chopra,West Bengal,Foldable Keyboard,558
2025-07-20,Tanya Ramakrishnan,Gujarat,Graphic Pad,513
2024-09-14,Faiyaz Lata,Telangana,Mechanical Keyboard,402
2024-10-10,Dishani Dasgupta,Punjab,Foldable Keyboard,398
2025-07-03,Badal Jhaveri,Haryana,Foldable Keyboard,309
2024-10-11,Biju Agrawal,Telangana,OCR Scanner,301
2025-08-12,Vedika Kannan,Kerala,Mechanical Keyboard,527
2025-06-15,Jayesh Balay,Kerala,Mouse,447
2025-05-12,Parinaaz Bose,Haryana,WebCam,546
2025-02-12,Aaina Sur,Uttar Pradesh,OMR Scanner,561
2024-11-11,Vidur Barman,Punjab,Thermal Printer,475
2025-01-22,Prisha Bhagat,Bihar,Mechanical Keyboard,252
2024-10-11,Ranbir Contractor,Arunachal Pradesh,Foldable Keyboard,526
2025-02-14,Veer Walia,Maharashtra,Thermal Printer,367
2024-10-26,Faiyaz Bala,Chhattisgarh,Laser Printer,559
2025-08-09,Miraya Dora,Karnataka,Mouse,448
2025-06-12,Anya Rattan,Jammu and Kashmir,Foldable Keyboard,386
2024-09-10,Samaira Rajan,Bihar,Mouse,305
2025-08-17,Lagan Goda,Bihar,Laser Printer,431
2024-10-17,Jiya Gour,Himachal Pradesh,Laser Printer,443
2024-12-06,Indrans Kibe,West Bengal,Mouse,371
2024-09-04,Sahil Soman,Bihar,Standard Keyboard,136
2025-07-05,Faiyaz Roy,Kerala,Thermal Printer,497
2025-07-25,Rhea Bava,Jammu and Kashmir,OMR Scanner,167
2024-09-27,Onkar Subramanian,Tamil Nadu,Mouse,364
2024-12-21,Eva Kata,Maharashtra,OCR Scanner,472
2024-09-11,Raunak Mann,Madhya Pradesh,Mouse,587
2025-05-21,Eva Jain,Punjab,Laser Printer,408
2025-07-28,Alia Mander,Gujarat,Thermal Printer,531
2025-06-17,Seher Khatri,Tamil Nadu,Laser Printer,292
2025-08-06,Ayesha Borde,Haryana,OCR Scanner,222
2024-09-10,Neysa Yohannan,Bihar,Flatbed Scanner,485
2025-04-10,Dhanush Sur,Uttarakhand,Graphic Pad,599
2024-09-18,Nayantara Walia,Chhattisgarh,Foldable Keyboard,318
